anime_id,rating_id,rating,rating_description
804,2,PG13,"Teens 13 or older"
805,1,R17+,"violence & profanity"
806,5,G,"All Ages"
807,2,PG13,"Teens 13 or older"
808,2,PG13,"Teens 13 or older"
809,2,PG13,"Teens 13 or older"
810,2,PG13,"Teens 13 or older"
811,2,PG13,"Teens 13 or older"
812,2,PG13,"Teens 13 or older"
813,2,PG13,"Teens 13 or older"
814,2,PG13,"Teens 13 or older"
815,2,PG13,"Teens 13 or older"
816,2,PG13,"Teens 13 or older"
817,2,PG13,"Teens 13 or older"
818,2,PG13,"Teens 13 or older"
819,2,PG13,"Teens 13 or older"
820,2,PG13,"Teens 13 or older"
821,2,PG13,"Teens 13 or older"
822,2,PG13,"Teens 13 or older"
823,2,PG13,"Teens 13 or older"
824,2,PG13,"Teens 13 or older"
825,2,PG13,"Teens 13 or older"
826,2,PG13,"Teens 13 or older"
827,2,PG13,"Teens 13 or older"
828,2,PG13,"Teens 13 or older"
829,1,R17+,"violence & profanity"
830,4,R+,"Mild Nudity"
831,2,PG13,"Teens 13 or older"
832,1,R17+,"violence & profanity"
833,4,R+,"Mild Nudity"
834,2,PG13,"Teens 13 or older"
835,2,PG13,"Teens 13 or older"
836,2,PG13,"Teens 13 or older"
837,2,PG13,"Teens 13 or older"
838,3,PG,Children
839,3,PG,Children
840,3,PG,Children
841,2,PG13,"Teens 13 or older"
842,2,PG13,"Teens 13 or older"
843,2,PG13,"Teens 13 or older"
844,2,PG13,"Teens 13 or older"
845,2,PG13,"Teens 13 or older"
846,1,R17+,"violence & profanity"
847,1,R17+,"violence & profanity"
848,1,R17+,"violence & profanity"
849,2,PG13,"Teens 13 or older"
850,2,PG13,"Teens 13 or older"
851,2,PG13,"Teens 13 or older"
852,2,PG13,"Teens 13 or older"
853,4,R+,"Mild Nudity"
854,2,PG13,"Teens 13 or older"
855,3,PG,Children
856,1,R17+,"violence & profanity"
857,4,R+,"Mild Nudity"
858,2,PG13,"Teens 13 or older"
859,5,G,"All Ages"
860,5,G,"All Ages"
861,1,R17+,"violence & profanity"
862,2,PG13,"Teens 13 or older"
863,2,PG13,"Teens 13 or older"
864,2,PG13,"Teens 13 or older"
865,2,PG13,"Teens 13 or older"
866,2,PG13,"Teens 13 or older"
867,2,PG13,"Teens 13 or older"
868,5,G,"All Ages"
869,2,PG13,"Teens 13 or older"
870,4,R+,"Mild Nudity"
871,3,PG,Children
872,3,PG,Children
873,1,R17+,"violence & profanity"
874,1,R17+,"violence & profanity"
875,2,PG13,"Teens 13 or older"
876,2,PG13,"Teens 13 or older"
877,5,G,"All Ages"
878,6,Rx,Hentai
879,2,PG13,"Teens 13 or older"
880,4,R+,"Mild Nudity"
881,5,G,"All Ages"
882,4,R+,"Mild Nudity"
883,6,Rx,Hentai
884,1,R17+,"violence & profanity"
885,2,PG13,"Teens 13 or older"
886,5,G,"All Ages"
887,2,PG13,"Teens 13 or older"
888,4,R+,"Mild Nudity"
889,5,G,"All Ages"
890,2,PG13,"Teens 13 or older"
891,2,PG13,"Teens 13 or older"
892,2,PG13,"Teens 13 or older"
893,2,PG13,"Teens 13 or older"
894,2,PG13,"Teens 13 or older"
895,2,PG13,"Teens 13 or older"
896,2,PG13,"Teens 13 or older"
897,4,R+,"Mild Nudity"
898,2,PG13,"Teens 13 or older"
899,2,PG13,"Teens 13 or older"
900,2,PG13,"Teens 13 or older"
901,2,PG13,"Teens 13 or older"
902,2,PG13,"Teens 13 or older"
903,2,PG13,"Teens 13 or older"
904,2,PG13,"Teens 13 or older"
905,1,R17+,"violence & profanity"
906,2,PG13,"Teens 13 or older"
907,2,PG13,"Teens 13 or older"
908,4,R+,"Mild Nudity"
909,2,PG13,"Teens 13 or older"
910,5,G,"All Ages"
911,2,PG13,"Teens 13 or older"
912,2,PG13,"Teens 13 or older"
913,2,PG13,"Teens 13 or older"
914,2,PG13,"Teens 13 or older"
915,2,PG13,"Teens 13 or older"
916,2,PG13,"Teens 13 or older"
917,2,PG13,"Teens 13 or older"
918,1,R17+,"violence & profanity"
919,1,R17+,"violence & profanity"
920,5,G,"All Ages"
921,2,PG13,"Teens 13 or older"
922,4,R+,"Mild Nudity"
923,2,PG13,"Teens 13 or older"
924,2,PG13,"Teens 13 or older"
925,2,PG13,"Teens 13 or older"
926,1,R17+,"violence & profanity"
927,2,PG13,"Teens 13 or older"
928,2,PG13,"Teens 13 or older"
929,2,PG13,"Teens 13 or older"
930,1,R17+,"violence & profanity"
931,4,R+,"Mild Nudity"
932,2,PG13,"Teens 13 or older"
933,2,PG13,"Teens 13 or older"
934,5,G,"All Ages"
935,5,G,"All Ages"
936,3,PG,Children
937,3,PG,Children
938,5,G,"All Ages"
939,2,PG13,"Teens 13 or older"
940,4,R+,"Mild Nudity"
941,2,PG13,"Teens 13 or older"
942,2,PG13,"Teens 13 or older"
943,2,PG13,"Teens 13 or older"
944,6,Rx,Hentai
945,2,PG13,"Teens 13 or older"
946,2,PG13,"Teens 13 or older"
947,4,R+,"Mild Nudity"
948,4,R+,"Mild Nudity"
949,1,R17+,"violence & profanity"
950,5,G,"All Ages"
951,2,PG13,"Teens 13 or older"
952,2,PG13,"Teens 13 or older"
953,5,G,"All Ages"
954,2,PG13,"Teens 13 or older"
955,5,G,"All Ages"
956,2,PG13,"Teens 13 or older"
957,2,PG13,"Teens 13 or older"
958,2,PG13,"Teens 13 or older"
959,1,R17+,"violence & profanity"
960,4,R+,"Mild Nudity"
961,3,PG,Children
962,4,R+,"Mild Nudity"
963,2,PG13,"Teens 13 or older"
964,3,PG,Children
965,4,R+,"Mild Nudity"
966,1,R17+,"violence & profanity"
967,4,R+,"Mild Nudity"
968,2,PG13,"Teens 13 or older"
969,2,PG13,"Teens 13 or older"
970,1,R17+,"violence & profanity"
971,2,PG13,"Teens 13 or older"
972,2,PG13,"Teens 13 or older"
973,2,PG13,"Teens 13 or older"
974,2,PG13,"Teens 13 or older"
975,4,R+,"Mild Nudity"
976,2,PG13,"Teens 13 or older"
977,2,PG13,"Teens 13 or older"
978,1,R17+,"violence & profanity"
979,5,G,"All Ages"
980,1,R17+,"violence & profanity"
981,2,PG13,"Teens 13 or older"
982,2,PG13,"Teens 13 or older"
983,1,R17+,"violence & profanity"
984,2,PG13,"Teens 13 or older"
985,2,PG13,"Teens 13 or older"
986,1,R17+,"violence & profanity"
987,2,PG13,"Teens 13 or older"
988,2,PG13,"Teens 13 or older"
989,2,PG13,"Teens 13 or older"
990,2,PG13,"Teens 13 or older"
991,2,PG13,"Teens 13 or older"
992,2,PG13,"Teens 13 or older"
993,2,PG13,"Teens 13 or older"
994,2,PG13,"Teens 13 or older"
995,2,PG13,"Teens 13 or older"
996,2,PG13,"Teens 13 or older"
997,2,PG13,"Teens 13 or older"
998,4,R+,"Mild Nudity"
999,2,PG13,"Teens 13 or older"
1000,2,PG13,"Teens 13 or older"
1001,2,PG13,"Teens 13 or older"
1002,4,R+,"Mild Nudity"
1003,2,PG13,"Teens 13 or older"
1004,4,R+,"Mild Nudity"
1005,4,R+,"Mild Nudity"
1006,4,R+,"Mild Nudity"
1007,2,PG13,"Teens 13 or older"
1008,4,R+,"Mild Nudity"
1009,2,PG13,"Teens 13 or older"
1010,1,R17+,"violence & profanity"
1011,3,PG,Children
1012,2,PG13,"Teens 13 or older"
1013,2,PG13,"Teens 13 or older"
1014,6,Rx,Hentai
1015,2,PG13,"Teens 13 or older"
1016,5,G,"All Ages"
1017,3,PG,Children
1018,3,PG,Children
1019,3,PG,Children
1020,3,PG,Children
1021,3,PG,Children
1022,3,PG,Children
1023,3,PG,Children
1024,2,PG13,"Teens 13 or older"
1025,2,PG13,"Teens 13 or older"
1026,4,R+,"Mild Nudity"
1027,4,R+,"Mild Nudity"
1028,2,PG13,"Teens 13 or older"
1029,4,R+,"Mild Nudity"
1030,3,PG,Children
1031,2,PG13,"Teens 13 or older"
1032,2,PG13,"Teens 13 or older"
1033,1,R17+,"violence & profanity"
1034,3,PG,Children
1035,3,PG,Children
1036,3,PG,Children
1037,2,PG13,"Teens 13 or older"
1038,2,PG13,"Teens 13 or older"
1039,2,PG13,"Teens 13 or older"
1040,2,PG13,"Teens 13 or older"
1041,4,R+,"Mild Nudity"
1042,1,R17+,"violence & profanity"
1043,4,R+,"Mild Nudity"
1044,2,PG13,"Teens 13 or older"
1045,4,R+,"Mild Nudity"
1046,4,R+,"Mild Nudity"
1047,1,R17+,"violence & profanity"
1048,2,PG13,"Teens 13 or older"
1049,2,PG13,"Teens 13 or older"
1050,4,R+,"Mild Nudity"
1051,2,PG13,"Teens 13 or older"
1052,2,PG13,"Teens 13 or older"
1053,2,PG13,"Teens 13 or older"
1054,2,PG13,"Teens 13 or older"
1055,4,R+,"Mild Nudity"
1056,4,R+,"Mild Nudity"
1057,4,R+,"Mild Nudity"
1058,2,PG13,"Teens 13 or older"
1059,4,R+,"Mild Nudity"
1060,2,PG13,"Teens 13 or older"
1061,2,PG13,"Teens 13 or older"
1062,2,PG13,"Teens 13 or older"
1063,2,PG13,"Teens 13 or older"
1064,1,R17+,"violence & profanity"
1065,2,PG13,"Teens 13 or older"
1066,1,R17+,"violence & profanity"
1067,2,PG13,"Teens 13 or older"
1068,2,PG13,"Teens 13 or older"
1069,2,PG13,"Teens 13 or older"
1070,2,PG13,"Teens 13 or older"
1071,2,PG13,"Teens 13 or older"
1072,1,R17+,"violence & profanity"
1073,1,R17+,"violence & profanity"
1074,4,R+,"Mild Nudity"
1075,2,PG13,"Teens 13 or older"
1076,1,R17+,"violence & profanity"
1077,4,R+,"Mild Nudity"
1078,2,PG13,"Teens 13 or older"
1079,4,R+,"Mild Nudity"
1080,2,PG13,"Teens 13 or older"
1081,2,PG13,"Teens 13 or older"
1082,3,PG,Children
1083,2,PG13,"Teens 13 or older"
1084,2,PG13,"Teens 13 or older"
1085,2,PG13,"Teens 13 or older"
1086,2,PG13,"Teens 13 or older"
1087,2,PG13,"Teens 13 or older"
1088,2,PG13,"Teens 13 or older"
1089,3,PG,Children
1090,2,PG13,"Teens 13 or older"
1091,2,PG13,"Teens 13 or older"
1092,2,PG13,"Teens 13 or older"
1093,2,PG13,"Teens 13 or older"
1094,5,G,"All Ages"
1095,2,PG13,"Teens 13 or older"
1096,2,PG13,"Teens 13 or older"
1097,3,PG,Children
1098,5,G,"All Ages"
1099,5,G,"All Ages"
1100,3,PG,Children
1101,5,G,"All Ages"
1102,5,G,"All Ages"
1103,2,PG13,"Teens 13 or older"
1104,4,R+,"Mild Nudity"
1105,2,PG13,"Teens 13 or older"
1106,3,PG,Children
1107,5,G,"All Ages"
1108,2,PG13,"Teens 13 or older"
1109,2,PG13,"Teens 13 or older"
1110,2,PG13,"Teens 13 or older"
1111,2,PG13,"Teens 13 or older"
1112,4,R+,"Mild Nudity"
1113,2,PG13,"Teens 13 or older"
1114,3,PG,Children
1115,2,PG13,"Teens 13 or older"
1116,5,G,"All Ages"
1117,2,PG13,"Teens 13 or older"
1118,1,R17+,"violence & profanity"
1119,2,PG13,"Teens 13 or older"
1120,4,R+,"Mild Nudity"
1121,1,R17+,"violence & profanity"
1122,2,PG13,"Teens 13 or older"
1123,2,PG13,"Teens 13 or older"
1124,2,PG13,"Teens 13 or older"
1125,4,R+,"Mild Nudity"
1126,2,PG13,"Teens 13 or older"
1127,4,R+,"Mild Nudity"
1128,5,G,"All Ages"
1129,2,PG13,"Teens 13 or older"
1130,2,PG13,"Teens 13 or older"
1131,2,PG13,"Teens 13 or older"
1132,2,PG13,"Teens 13 or older"
1133,1,R17+,"violence & profanity"
1134,1,R17+,"violence & profanity"
1135,1,R17+,"violence & profanity"
1136,4,R+,"Mild Nudity"
1137,1,R17+,"violence & profanity"
1138,2,PG13,"Teens 13 or older"
1139,2,PG13,"Teens 13 or older"
1140,2,PG13,"Teens 13 or older"
1141,2,PG13,"Teens 13 or older"
1142,2,PG13,"Teens 13 or older"
1143,2,PG13,"Teens 13 or older"
1144,2,PG13,"Teens 13 or older"
1145,2,PG13,"Teens 13 or older"
1146,2,PG13,"Teens 13 or older"
1147,2,PG13,"Teens 13 or older"
1148,2,PG13,"Teens 13 or older"
1149,2,PG13,"Teens 13 or older"
1150,2,PG13,"Teens 13 or older"
1151,2,PG13,"Teens 13 or older"
1152,5,G,"All Ages"
1153,2,PG13,"Teens 13 or older"
1154,6,Rx,Hentai
1155,2,PG13,"Teens 13 or older"
1156,2,PG13,"Teens 13 or older"
1157,2,PG13,"Teens 13 or older"
1158,2,PG13,"Teens 13 or older"
1159,2,PG13,"Teens 13 or older"
1160,4,R+,"Mild Nudity"
1161,1,R17+,"violence & profanity"
1162,4,R+,"Mild Nudity"
1163,6,Rx,Hentai
1164,6,Rx,Hentai
1165,6,Rx,Hentai
1166,6,Rx,Hentai
1167,2,PG13,"Teens 13 or older"
1168,2,PG13,"Teens 13 or older"
1169,2,PG13,"Teens 13 or older"
1170,2,PG13,"Teens 13 or older"
1171,4,R+,"Mild Nudity"
1172,2,PG13,"Teens 13 or older"
1173,2,PG13,"Teens 13 or older"
1174,2,PG13,"Teens 13 or older"
1175,4,R+,"Mild Nudity"
1176,4,R+,"Mild Nudity"
1177,2,PG13,"Teens 13 or older"
1178,2,PG13,"Teens 13 or older"
1179,2,PG13,"Teens 13 or older"
1180,1,R17+,"violence & profanity"
1181,4,R+,"Mild Nudity"
1182,2,PG13,"Teens 13 or older"
1183,4,R+,"Mild Nudity"
1184,2,PG13,"Teens 13 or older"
1185,4,R+,"Mild Nudity"
1186,2,PG13,"Teens 13 or older"
1187,2,PG13,"Teens 13 or older"
1188,3,PG,Children
1189,2,PG13,"Teens 13 or older"
1190,2,PG13,"Teens 13 or older"
1191,1,R17+,"violence & profanity"
1192,2,PG13,"Teens 13 or older"
1193,2,PG13,"Teens 13 or older"
1194,3,PG,Children
1195,2,PG13,"Teens 13 or older"
1196,3,PG,Children
1197,3,PG,Children
1198,2,PG13,"Teens 13 or older"
1199,2,PG13,"Teens 13 or older"
1200,2,PG13,"Teens 13 or older"
1201,2,PG13,"Teens 13 or older"
1202,5,G,"All Ages"
1203,6,Rx,Hentai
1204,6,Rx,Hentai
1205,5,G,"All Ages"
1206,3,PG,Children
1207,1,R17+,"violence & profanity"
1208,2,PG13,"Teens 13 or older"
1209,1,R17+,"violence & profanity"
1210,6,Rx,Hentai
1211,1,R17+,"violence & profanity"
1212,4,R+,"Mild Nudity"
1213,4,R+,"Mild Nudity"
1214,4,R+,"Mild Nudity"
1215,1,R17+,"violence & profanity"
1216,4,R+,"Mild Nudity"
1217,4,R+,"Mild Nudity"
1218,2,PG13,"Teens 13 or older"
1219,2,PG13,"Teens 13 or older"
1220,2,PG13,"Teens 13 or older"
1221,4,R+,"Mild Nudity"
1222,4,R+,"Mild Nudity"
1223,1,R17+,"violence & profanity"
1224,6,Rx,Hentai
1225,4,R+,"Mild Nudity"
1226,1,R17+,"violence & profanity"
1227,4,R+,"Mild Nudity"
1228,1,R17+,"violence & profanity"
1229,6,Rx,Hentai
1230,6,Rx,Hentai
1231,2,PG13,"Teens 13 or older"
1232,2,PG13,"Teens 13 or older"
1233,2,PG13,"Teens 13 or older"
1234,2,PG13,"Teens 13 or older"
1235,2,PG13,"Teens 13 or older"
1236,2,PG13,"Teens 13 or older"
1237,2,PG13,"Teens 13 or older"
1238,2,PG13,"Teens 13 or older"
1239,2,PG13,"Teens 13 or older"
1240,3,PG,Children
1241,5,G,"All Ages"
1242,2,PG13,"Teens 13 or older"
1243,2,PG13,"Teens 13 or older"
1244,2,PG13,"Teens 13 or older"
1245,5,G,"All Ages"
1246,5,G,"All Ages"
1247,2,PG13,"Teens 13 or older"
1248,1,R17+,"violence & profanity"
1249,1,R17+,"violence & profanity"
1250,1,R17+,"violence & profanity"
1251,2,PG13,"Teens 13 or older"
1252,2,PG13,"Teens 13 or older"
1253,6,Rx,Hentai
1254,2,PG13,"Teens 13 or older"
1255,6,Rx,Hentai
1256,6,Rx,Hentai
1257,6,Rx,Hentai
1258,6,Rx,Hentai
1259,6,Rx,Hentai
1260,6,Rx,Hentai
1261,3,PG,Children
1262,2,PG13,"Teens 13 or older"
1263,2,PG13,"Teens 13 or older"
1264,4,R+,"Mild Nudity"
1265,2,PG13,"Teens 13 or older"
1266,2,PG13,"Teens 13 or older"
1267,2,PG13,"Teens 13 or older"
1268,2,PG13,"Teens 13 or older"
1269,2,PG13,"Teens 13 or older"
1270,2,PG13,"Teens 13 or older"
1271,6,Rx,Hentai
1272,6,Rx,Hentai
1273,6,Rx,Hentai
1274,6,Rx,Hentai
1275,6,Rx,Hentai
1276,6,Rx,Hentai
1277,6,Rx,Hentai
1278,6,Rx,Hentai
1279,2,PG13,"Teens 13 or older"
1280,2,PG13,"Teens 13 or older"
1281,4,R+,"Mild Nudity"
1282,2,PG13,"Teens 13 or older"
1283,2,PG13,"Teens 13 or older"
1284,2,PG13,"Teens 13 or older"
1285,4,R+,"Mild Nudity"
1286,2,PG13,"Teens 13 or older"
1287,4,R+,"Mild Nudity"
1288,1,R17+,"violence & profanity"
1289,4,R+,"Mild Nudity"
1290,4,R+,"Mild Nudity"
1291,2,PG13,"Teens 13 or older"
1292,2,PG13,"Teens 13 or older"
1293,2,PG13,"Teens 13 or older"
1294,2,PG13,"Teens 13 or older"
1295,4,R+,"Mild Nudity"
1296,4,R+,"Mild Nudity"
1297,4,R+,"Mild Nudity"
1298,2,PG13,"Teens 13 or older"
1299,2,PG13,"Teens 13 or older"
1300,2,PG13,"Teens 13 or older"
1301,2,PG13,"Teens 13 or older"
1302,2,PG13,"Teens 13 or older"
1303,4,R+,"Mild Nudity"
1304,2,PG13,"Teens 13 or older"
1305,4,R+,"Mild Nudity"
1306,4,R+,"Mild Nudity"
1307,2,PG13,"Teens 13 or older"
1308,2,PG13,"Teens 13 or older"
1309,2,PG13,"Teens 13 or older"
1310,2,PG13,"Teens 13 or older"
1311,5,G,"All Ages"
1312,4,R+,"Mild Nudity"
1313,4,R+,"Mild Nudity"
1314,2,PG13,"Teens 13 or older"
1315,2,PG13,"Teens 13 or older"
1316,2,PG13,"Teens 13 or older"
1317,2,PG13,"Teens 13 or older"
1318,4,R+,"Mild Nudity"
1319,2,PG13,"Teens 13 or older"
1320,4,R+,"Mild Nudity"
1321,4,R+,"Mild Nudity"
1322,4,R+,"Mild Nudity"
1323,2,PG13,"Teens 13 or older"
1324,2,PG13,"Teens 13 or older"
1325,5,G,"All Ages"
1326,1,R17+,"violence & profanity"
1327,4,R+,"Mild Nudity"
1328,2,PG13,"Teens 13 or older"
1329,1,R17+,"violence & profanity"
1330,2,PG13,"Teens 13 or older"
1331,1,R17+,"violence & profanity"
1332,2,PG13,"Teens 13 or older"
1333,2,PG13,"Teens 13 or older"
1334,2,PG13,"Teens 13 or older"
1335,2,PG13,"Teens 13 or older"
1336,2,PG13,"Teens 13 or older"
1337,2,PG13,"Teens 13 or older"
1338,2,PG13,"Teens 13 or older"
1339,2,PG13,"Teens 13 or older"
1340,2,PG13,"Teens 13 or older"
1341,2,PG13,"Teens 13 or older"
1342,2,PG13,"Teens 13 or older"
1343,2,PG13,"Teens 13 or older"
1344,2,PG13,"Teens 13 or older"
1345,2,PG13,"Teens 13 or older"
1346,1,R17+,"violence & profanity"
1347,1,R17+,"violence & profanity"
1348,5,G,"All Ages"
1349,2,PG13,"Teens 13 or older"
1350,2,PG13,"Teens 13 or older"
1351,4,R+,"Mild Nudity"
1352,4,R+,"Mild Nudity"
1353,2,PG13,"Teens 13 or older"
1354,5,G,"All Ages"
1355,1,R17+,"violence & profanity"
1356,1,R17+,"violence & profanity"
1357,1,R17+,"violence & profanity"
1358,2,PG13,"Teens 13 or older"
1359,4,R+,"Mild Nudity"
1360,5,G,"All Ages"
1361,1,R17+,"violence & profanity"
1362,6,Rx,Hentai
1363,4,R+,"Mild Nudity"
1364,5,G,"All Ages"
1365,3,PG,Children
1366,3,PG,Children
1367,2,PG13,"Teens 13 or older"
1368,2,PG13,"Teens 13 or older"
1369,2,PG13,"Teens 13 or older"
1370,1,R17+,"violence & profanity"
1371,2,PG13,"Teens 13 or older"
1372,6,Rx,Hentai
1373,6,Rx,Hentai
1374,6,Rx,Hentai
1375,6,Rx,Hentai
1376,2,PG13,"Teens 13 or older"
1377,2,PG13,"Teens 13 or older"
1378,2,PG13,"Teens 13 or older"
1379,2,PG13,"Teens 13 or older"
1380,1,R17+,"violence & profanity"
1381,2,PG13,"Teens 13 or older"
1382,1,R17+,"violence & profanity"
1383,5,G,"All Ages"
1384,3,PG,Children
1385,3,PG,Children
1386,3,PG,Children
1387,2,PG13,"Teens 13 or older"
1388,4,R+,"Mild Nudity"
1389,2,PG13,"Teens 13 or older"
1390,2,PG13,"Teens 13 or older"
1391,2,PG13,"Teens 13 or older"
1392,5,G,"All Ages"
1393,5,G,"All Ages"
1394,1,R17+,"violence & profanity"
1395,2,PG13,"Teens 13 or older"
1396,2,PG13,"Teens 13 or older"
1397,1,R17+,"violence & profanity"
1398,2,PG13,"Teens 13 or older"
1399,4,R+,"Mild Nudity"
1400,1,R17+,"violence & profanity"
1401,2,PG13,"Teens 13 or older"
1402,2,PG13,"Teens 13 or older"
1403,2,PG13,"Teens 13 or older"
1404,2,PG13,"Teens 13 or older"
1405,5,G,"All Ages"
1406,5,G,"All Ages"
1407,2,PG13,"Teens 13 or older"
1408,2,PG13,"Teens 13 or older"
1409,2,PG13,"Teens 13 or older"
1410,2,PG13,"Teens 13 or older"
1411,2,PG13,"Teens 13 or older"
1412,2,PG13,"Teens 13 or older"
1413,4,R+,"Mild Nudity"
1414,2,PG13,"Teens 13 or older"
1415,6,Rx,Hentai
1416,2,PG13,"Teens 13 or older"
1417,4,R+,"Mild Nudity"
1418,2,PG13,"Teens 13 or older"
1419,2,PG13,"Teens 13 or older"
1420,2,PG13,"Teens 13 or older"
1421,3,PG,Children
1422,3,PG,Children
1423,1,R17+,"violence & profanity"
1424,5,G,"All Ages"
1425,2,PG13,"Teens 13 or older"
1426,2,PG13,"Teens 13 or older"
1427,2,PG13,"Teens 13 or older"
1428,2,PG13,"Teens 13 or older"
1429,5,G,"All Ages"
1430,2,PG13,"Teens 13 or older"
1431,2,PG13,"Teens 13 or older"
1432,1,R17+,"violence & profanity"
1433,2,PG13,"Teens 13 or older"
1434,2,PG13,"Teens 13 or older"
1435,2,PG13,"Teens 13 or older"
1436,2,PG13,"Teens 13 or older"
1437,2,PG13,"Teens 13 or older"
1438,2,PG13,"Teens 13 or older"
1439,2,PG13,"Teens 13 or older"
1440,1,R17+,"violence & profanity"
1441,2,PG13,"Teens 13 or older"
1442,2,PG13,"Teens 13 or older"
1443,3,PG,Children
1444,1,R17+,"violence & profanity"
1445,2,PG13,"Teens 13 or older"
1446,2,PG13,"Teens 13 or older"
1447,5,G,"All Ages"
1448,2,PG13,"Teens 13 or older"
1449,2,PG13,"Teens 13 or older"
1450,5,G,"All Ages"
1451,1,R17+,"violence & profanity"
1452,6,Rx,Hentai
1453,2,PG13,"Teens 13 or older"
1454,5,G,"All Ages"
1455,2,PG13,"Teens 13 or older"
1456,2,PG13,"Teens 13 or older"
1457,2,PG13,"Teens 13 or older"
1458,1,R17+,"violence & profanity"
1459,4,R+,"Mild Nudity"
1460,2,PG13,"Teens 13 or older"
1461,2,PG13,"Teens 13 or older"
1462,2,PG13,"Teens 13 or older"
1463,2,PG13,"Teens 13 or older"
1464,4,R+,"Mild Nudity"
1465,4,R+,"Mild Nudity"
1466,1,R17+,"violence & profanity"
1467,5,G,"All Ages"
1468,2,PG13,"Teens 13 or older"
1469,3,PG,Children
1470,2,PG13,"Teens 13 or older"
1471,2,PG13,"Teens 13 or older"
1472,4,R+,"Mild Nudity"
1473,2,PG13,"Teens 13 or older"
1474,1,R17+,"violence & profanity"
1475,1,R17+,"violence & profanity"
1476,2,PG13,"Teens 13 or older"
1477,2,PG13,"Teens 13 or older"
1478,1,R17+,"violence & profanity"
1479,4,R+,"Mild Nudity"
1480,1,R17+,"violence & profanity"
1481,4,R+,"Mild Nudity"
1482,4,R+,"Mild Nudity"
1483,2,PG13,"Teens 13 or older"
1484,6,Rx,Hentai
1485,6,Rx,Hentai
1486,6,Rx,Hentai
1487,6,Rx,Hentai
1488,6,Rx,Hentai
1489,4,R+,"Mild Nudity"
1490,5,G,"All Ages"
1491,6,Rx,Hentai
1492,2,PG13,"Teens 13 or older"
1493,1,R17+,"violence & profanity"
1494,3,PG,Children
1495,4,R+,"Mild Nudity"
1496,2,PG13,"Teens 13 or older"
1497,1,R17+,"violence & profanity"
1498,4,R+,"Mild Nudity"
1499,2,PG13,"Teens 13 or older"
1500,2,PG13,"Teens 13 or older"
1501,2,PG13,"Teens 13 or older"
1502,2,PG13,"Teens 13 or older"
1503,2,PG13,"Teens 13 or older"
1504,4,R+,"Mild Nudity"
1505,5,G,"All Ages"
1506,2,PG13,"Teens 13 or older"
1507,4,R+,"Mild Nudity"
1508,2,PG13,"Teens 13 or older"
1509,4,R+,"Mild Nudity"
1510,2,PG13,"Teens 13 or older"
1511,2,PG13,"Teens 13 or older"
1512,5,G,"All Ages"
1513,2,PG13,"Teens 13 or older"
1514,2,PG13,"Teens 13 or older"
1515,2,PG13,"Teens 13 or older"
1516,2,PG13,"Teens 13 or older"
1517,3,PG,Children
1518,3,PG,Children
1519,5,G,"All Ages"
1520,2,PG13,"Teens 13 or older"
1521,3,PG,Children
1522,2,PG13,"Teens 13 or older"
1523,5,G,"All Ages"
1524,2,PG13,"Teens 13 or older"
1525,2,PG13,"Teens 13 or older"
1526,2,PG13,"Teens 13 or older"
1527,2,PG13,"Teens 13 or older"
1528,4,R+,"Mild Nudity"
1529,5,G,"All Ages"
1530,4,R+,"Mild Nudity"
1531,5,G,"All Ages"
1532,NULL,NULL,NULL
1533,2,PG13,"Teens 13 or older"
1534,2,PG13,"Teens 13 or older"
1535,2,PG13,"Teens 13 or older"
1536,2,PG13,"Teens 13 or older"
1537,1,R17+,"violence & profanity"
1538,2,PG13,"Teens 13 or older"
1539,2,PG13,"Teens 13 or older"
1540,2,PG13,"Teens 13 or older"
1541,2,PG13,"Teens 13 or older"
1542,5,G,"All Ages"
1543,1,R17+,"violence & profanity"
1544,2,PG13,"Teens 13 or older"
1545,2,PG13,"Teens 13 or older"
1546,4,R+,"Mild Nudity"
1547,6,Rx,Hentai
1548,4,R+,"Mild Nudity"
1549,1,R17+,"violence & profanity"
1550,2,PG13,"Teens 13 or older"
1551,2,PG13,"Teens 13 or older"
1552,2,PG13,"Teens 13 or older"
1553,4,R+,"Mild Nudity"
1554,3,PG,Children
1555,2,PG13,"Teens 13 or older"
1556,1,R17+,"violence & profanity"
1557,NULL,NULL,NULL
1558,2,PG13,"Teens 13 or older"
1559,5,G,"All Ages"
1560,2,PG13,"Teens 13 or older"
1561,2,PG13,"Teens 13 or older"
1562,2,PG13,"Teens 13 or older"
1563,2,PG13,"Teens 13 or older"
1564,2,PG13,"Teens 13 or older"
1565,2,PG13,"Teens 13 or older"
1566,2,PG13,"Teens 13 or older"
1567,1,R17+,"violence & profanity"
1568,2,PG13,"Teens 13 or older"
1569,2,PG13,"Teens 13 or older"
1570,2,PG13,"Teens 13 or older"
1571,2,PG13,"Teens 13 or older"
1572,2,PG13,"Teens 13 or older"
1573,2,PG13,"Teens 13 or older"
1574,2,PG13,"Teens 13 or older"
1575,2,PG13,"Teens 13 or older"
1576,2,PG13,"Teens 13 or older"
1577,2,PG13,"Teens 13 or older"
1578,2,PG13,"Teens 13 or older"
1579,5,G,"All Ages"
1580,1,R17+,"violence & profanity"
1581,2,PG13,"Teens 13 or older"
1582,1,R17+,"violence & profanity"
1583,4,R+,"Mild Nudity"
1584,5,G,"All Ages"
1585,4,R+,"Mild Nudity"
